rank,primary_isbn13,publisher,description,price,title,author,age_group,list,date,month_on_list
15,9780674430006,Belknap/Harvard University,A French economist’s analysis of centuries of economic history predicts worsening inequality and proposes solutions.,0.0,CAPITAL IN THE TWENTY-FIRST CENTURY,Thomas Piketty,,hardcover-nonfiction,2014-09-01,8.0
16,9780062218339,Morrow/HarperCollins,"How to solve problems creatively, from the authors of “Freakonomics.”",0.0,THINK LIKE A FREAK,Steven D Levitt and Stephen J Dubner,,hardcover-nonfiction,2014-09-01,7.0
17,9780385349949,Knopf,The chief operating officer of Facebook urges women to pursue their careers without ambivalence.,0.0,LEAN IN,Sheryl Sandberg with Nell Scovell,,hardcover-nonfiction,2014-09-01,33.0
18,9780374141394,"Farrar, Straus & Giroux",,0.0,DOCTORED,Sandeep Jauhar,,hardcover-nonfiction,2014-09-01,1.0
19,9781594205194,Penguin Press,"The author’s experience as Harper Lee’s neighbor in small-town Monroeville, Ala.",0.0,THE MOCKINGBIRD NEXT DOOR,Marja Mills,,hardcover-nonfiction,2014-09-01,3.0
20,9781250038821,St. Martin's,"Four hundred color photos of New Yorkers, with brief commentary. Originally published in 2013.",0.0,HUMANS OF NEW YORK,Brandon Stanton,,hardcover-nonfiction,2014-09-01,13.0
1,9781455582273,Twelve,"Six C.I.A. contract employees discuss their experience during the attack on the State Department compound and the nearby C.I.A. station called the “annex” in Benghazi, Libya, in 2012.",0.0,13 HOURS,Mitchell Zuckoff with members of the Annex Security Team,,hardcover-nonfiction,2014-10-01,4.0
2,9780544272996,Houghton Mifflin Harcourt,"Scientific (but often humorous) answers to hypothetical questions, based in part on the author’s website, xkcd.com.",0.0,WHAT IF?,Randall Munroe,,hardcover-nonfiction,2014-10-01,21.0
3,9781594206146,Penguin Press,The elder statesman offers a view of how to build an international order in today’s world. ,0.0,WORLD ORDER,Henry Kissinger,,hardcover-nonfiction,2014-10-01,2.0
4,9781621572558,Regnery,"The lawyer and political commentator uses his legal training to evaluate, and affirm, the truthfulness of the Bible.  ",0.0,JESUS ON TRIAL,David Limbaugh,,hardcover-nonfiction,2014-10-01,3.0
5,9781451697384,Simon & Schuster,"The journalist, author of “The Shock Doctrine,” makes the case for the existence of climate change and argues that the market cannot solve the crisis. ",0.0,THIS CHANGES EVERYTHING,Naomi Klein,,hardcover-nonfiction,2014-10-01,3.0
6,9780307700230,Knopf,"A companion volume to the PBS series examines the lives of Theodore, Eleanor and Franklin.",0.0,THE ROOSEVELTS,Geoffrey C Ward and Ken Burns,,hardcover-nonfiction,2014-10-01,2.0
7,9781595231123,Sentinel,"Carson, a retired pediatric neurosurgeon, now a Fox News contributor, offers solutions to problems.",0.0,ONE NATION,Ben Carson with Candy Carson,,hardcover-nonfiction,2014-10-01,8.0
8,9780425269022,Berkley,"Humorous reflections about life, pop culture and celebrities. ",0.0,DIARY OF A MAD DIVA,Joan Rivers,,hardcover-nonfiction,2014-10-01,3.0
9,9781451636017,Simon & Schuster,The author of “The End of Faith” proposes that spirituality can and should be divorced from religion.,0.0,WAKING UP,Sam Harris,,hardcover-nonfiction,2014-10-01,3.0
10,9781476766232,Howard Books,What the Duck Commander (from the A&E show “Duck Dynasty”) really thinks about various topics. ,0.0,UNPHILTERED,Phil Robertson with Mark Schlabach,,hardcover-nonfiction,2014-10-01,1.0
11,9780385352031,Knopf,"A day-by-day account of Carter, Begin and Sadat at Camp David in 1978. ",0.0,THIRTEEN DAYS IN SEPTEMBER,Lawrence Wright,,hardcover-nonfiction,2014-10-01,1.0
12,9780385535373,Doubleday,An 1879 polar voyage gone terribly wrong. ,0.0,IN THE KINGDOM OF ICE,Hampton Sides,,hardcover-nonfiction,2014-10-01,5.0
13,9780525954187,Dutton,A professor draws on research in neuroscience to explain how organization can help us manage information in our lives.,0.0,THE ORGANIZED MIND,Daniel J Levitin,,hardcover-nonfiction,2014-10-01,3.0
14,9780393240238,Norton,A young woman takes a job at a crematory. ,0.0,SMOKE GETS IN YOUR EYES,Caitlin Doughty,,hardcover-nonfiction,2014-10-01,1.0
15,9781621572039,Regnery,A defense of America against the view that its power in the world should be diminished; also a documentary film. ,0.0,AMERICA,Dinesh D'Souza,,hardcover-nonfiction,2014-10-01,5.0
16,9780804179072,Ballantine,The New York senator tells her personal story and urges women to become more involved in politics. ,0.0,OFF THE SIDELINES,Kirsten Gillibrand with Elizabeth Weil,,hardcover-nonfiction,2014-10-01,1.0
17,9781594205705,Penguin Press,A memoir of life in sophisticated New York by Bergdorf Goodman's legendary personal shopper.,0.0,I'LL DRINK TO THAT,Betty Halbreich with Rebecca Paley,,hardcover-nonfiction,2014-10-01,1.0
18,9780385349178,Crown Forum,Essays and reflections from the recently deceased conservative columnist.,0.0,THINGS THAT MATTER,Charles Krauthammer,,hardcover-nonfiction,2014-10-01,13.0
19,9780385347372,Crown,What data from social media reveal about human nature.,0.0,DATACLYSM,Christian Rudder,,hardcover-nonfiction,2014-10-01,1.0
20,9780316332767,"Little, Brown",The story of Dr. Martin Luther King's final year.,0.0,DEATH OF A KING,Tavis Smiley with David Ritz,,hardcover-nonfiction,2014-10-01,1.0
1,9780805096682,Holt,The host of “The O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.,0.0,KILLING PATTON,Bill O'Reilly and Martin Dugard,,hardcover-nonfiction,2014-11-01,14.0
2,9780812994995,Random House,A collection of revealing and often humorous personal essays from the creator and star of “Girls.”,0.0,NOT THAT KIND OF GIRL,Lena Dunham,,hardcover-nonfiction,2014-11-01,10.0
3,9781476764023,Touchstone/Simon & Schuster,"The making of the movie “The Princess Bride,” 25 years ago.",0.0,AS YOU WISH,Cary Elwes with Joe Layden,,hardcover-nonfiction,2014-11-01,7.0
4,9780805095159,Metropolitan/ Holt,"The surgeon and New Yorker writer considers how doctors fail patients at the end of life, and how they can do better.",0.0,BEING MORTAL,Atul Gawande,,hardcover-nonfiction,2014-11-01,38.0
5,9781476708690,Simon & Schuster,"Studies of the people who created computers and the Internet, beginning in the 1840s.",0.0,THE INNOVATORS,Walter Isaacson,,hardcover-nonfiction,2014-11-01,7.0
6,9780385346993,Crown Archetype,The actor’s life story is structured as a Choose Your Own Adventure book.,0.0,NEIL PATRICK HARRIS: CHOOSE YOUR OWN AUTOBIOGRAPHY,Neil Patrick Harris with David Javerbaum,,hardcover-nonfiction,2014-11-01,2.0
7,9781594205965,Penguin Press,The writer's experience in the Obama administration as director of the C.I.A. and secretary of defense.,0.0,WORTHY FIGHTS,Leon Panetta with Jim Newton,,hardcover-nonfiction,2014-11-01,2.0
8,9780544272996,Houghton Mifflin Harcourt,"Scientific (but often humorous) answers to hypothetical questions, based in part on the author’s website, xkcd.com.",0.0,WHAT IF?,Randall Munroe,,hardcover-nonfiction,2014-11-01,21.0
9,9781455582433,Center Street,The radio host urges true patriots to save the country from the machinations of the left.,0.0,STOP THE COMING CIVIL WAR,Michael Savage,,hardcover-nonfiction,2014-11-01,2.0
10,9781476714547,Simon & Schuster,A memoir by the Aerosmith guitarist and songwriter.,0.0,ROCKS,Joe Perry with David Ritz,,hardcover-nonfiction,2014-11-01,2.0
11,9780316322409,"Little, Brown",The experience of the young Pakistani advocate for women’s education shot by the Taliban.,0.0,I AM MALALA,Malala Yousafzai with Christina Lamb,,hardcover-nonfiction,2014-11-01,19.0
12,9781621572558,Regnery,"The lawyer and political commentator uses his legal training to evaluate, and affirm, the truthfulness of the Bible.  ",0.0,JESUS ON TRIAL,David Limbaugh,,hardcover-nonfiction,2014-11-01,3.0
13,9781455582273,Twelve,"Six C.I.A. contract employees discuss their experience during the attack on the State Department compound in Benghazi, Libya, in 2012.",0.0,13 HOURS,Mitchell Zuckoff with members of the Annex Security Team,,hardcover-nonfiction,2014-11-01,4.0
14,9781594632969,Riverhead,A history of innovation focused on the development of six key technologies of modern life; the companion volume to a PBS series.,0.0,HOW WE GOT TO NOW,Steven Johnson,,hardcover-nonfiction,2014-11-01,2.0
15,9780062225061,Dey Street,"The actor’s memoir describes his abusive father and his family’s secrets as well as his experiences in theater, movies and television.",0.0,NOT MY FATHER'S SON,Alan Cumming,,hardcover-nonfiction,2014-11-01,1.0
16,9781451673289,Scribner,The life and career of the Confederate general Stonewall Jackson.,0.0,REBEL YELL,S C Gwynne,,hardcover-nonfiction,2014-11-01,1.0
17,9781451636017,Simon & Schuster,The author of “The End of Faith” proposes that spirituality can and should be divorced from religion.,0.0,WAKING UP,Sam Harris,,hardcover-nonfiction,2014-11-01,3.0
18,9780871401007,Liveright,The Pulitzer Prize-winning biologist grapples with the ultimate philosophical questions: How and why humanity came to exist on this planet.,0.0,THE MEANING OF HUMAN EXISTENCE,Edward O Wilson,,hardcover-nonfiction,2014-11-01,1.0
19,9780399172083,Blue Rider,"The rock star reminisces about his boyhood, musical influences, family, and a passion for vintage cars.",0.0,SPECIAL DELUXE,Neil Young,,hardcover-nonfiction,2014-11-01,1.0
20,9780544341418,Houghton Mifflin Harcourt,,0.0,PAY ANY PRICE,James Risen,,hardcover-nonfiction,2014-11-01,1.0
1,9780553447781,Crown,"The former president’s portrait of his father, George H. W. Bush.",0.0,41,George W Bush,,hardcover-nonfiction,2014-12-01,6.0
2,9780805096682,Holt,The host of “The O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.,0.0,KILLING PATTON,Bill O'Reilly and Martin Dugard,,hardcover-nonfiction,2014-12-01,14.0
3,9780062268341,Dey St./Morrow,"A humorous miscellany from the comedian and actress, an “S.N.L.” alumna and the star of “Parks and Recreation.”",0.0,YES PLEASE,Amy Poehler,,hardcover-nonfiction,2014-12-01,13.0
4,9780805095159,Metropolitan/ Holt,"The surgeon and New Yorker writer considers how doctors fail patients at the end of life, and how they can do better.",0.0,BEING MORTAL,Atul Gawande,,hardcover-nonfiction,2014-12-01,38.0
5,9781627792288,Holt,One year in the (social) life of the TV producer and host of “Watch What Happens Live.”,0.0,THE ANDY COHEN DIARIES,Andy Cohen,,hardcover-nonfiction,2014-12-01,4.0
6,9780544272996,Houghton Mifflin Harcourt,"Scientific (but often humorous) answers to hypothetical questions, based in part on the author’s website, xkcd.com.",0.0,WHAT IF?,Randall Munroe,,hardcover-nonfiction,2014-12-01,21.0
7,9780825307447,Beaufort Books,"How to help American students who are falling behind in science, technology, engineering and math education.",0.0,ONE NATION UNDER TAUGHT,Vince M Bertram,,hardcover-nonfiction,2014-12-01,2.0
8,9781594486296,Riverhead,"Essays about forgiveness, transformation and grace.",0.0,SMALL VICTORIES,Anne Lamott,,hardcover-nonfiction,2014-12-01,5.0
9,9781476783895,Threshold Editions/Mercury Radio Arts,More little-known stories from America’s past; a follow-up to “Miracles and Massacres.”,0.0,DREAMERS AND DECEIVERS,Glenn Beck with Kevin Balfe,,hardcover-nonfiction,2014-12-01,3.0
10,9780812994995,Random House,Essays from the creator and star of “Girls.”,0.0,NOT THAT KIND OF GIRL,Lena Dunham,,hardcover-nonfiction,2014-12-01,10.0
11,9780525954842,Dutton,"A memoir of the actress’s life and her complicated relationship with her ambitious, difficult mother.",0.0,THERE WAS A LITTLE GIRL,Brooke Shields,,hardcover-nonfiction,2014-12-01,1.0
12,9780062314963,Morrow/HarperCollins,"The veteran sportscaster, the voice of “Sunday Night Football,” recalls players and games he has observed.",0.0,YOU CAN'T MAKE THIS UP,Al Michaels with L Jon Wertheim,,hardcover-nonfiction,2014-12-01,4.0
13,9780525954521,Dutton,"In a follow-up to “No Easy Day,” the Navy SEAL team member Matt Bissonnette, writing pseudonymously, describes other missions in which he participated.",0.0,NO HERO,Mark Owen with Kevin Maurer,,hardcover-nonfiction,2014-12-01,3.0
14,9781476764023,Touchstone/Simon & Schuster,"The making of the movie “The Princess Bride,” 25 years ago.",0.0,AS YOU WISH,Cary Elwes with Joe Layden,,hardcover-nonfiction,2014-12-01,7.0
15,9780385348249,Crown Archetype,"A memoir by the comedian, actor and writer, a former Python.",0.0,SO ANYWAY . . .,John Cleese,,hardcover-nonfiction,2014-12-01,4.0
16,9781476708690,Simon & Schuster,"Studies of the people who created computers and the Internet, beginning in the 1840s.",0.0,THE INNOVATORS,Walter Isaacson,,hardcover-nonfiction,2014-12-01,7.0
17,9781594633027,Riverhead,,0.0,THE CHURCHILL FACTOR,Boris Johnson,,hardcover-nonfiction,2014-12-01,1.0
18,9781476783666,Jeter Publishing/Gallery Books,"The Yankee shortstop and team captain looks back over his career, with photographs from his recently concluded final season, as well as older ones.",0.0,JETER UNFILTERED,Derek Jeter with Anthony Bozza,,hardcover-nonfiction,2014-12-01,3.0
19,9780062322845,Harper,An investigative reporter complains of harassment and intimidation by the Obama administration.,0.0,STONEWALLED,Sharyl Attkisson,,hardcover-nonfiction,2014-12-01,2.0
20,9780804140416,Crown Archetype,"The comedian, author of “Dad Is Fat,” describes his relationship with food.",0.0,FOOD,Jim Gaffigan,,hardcover-nonfiction,2014-12-01,2.0
1,9780805096682,Holt,The host of “The O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.,0.0,KILLING PATTON,Bill O'Reilly and Martin Dugard,,hardcover-nonfiction,2015-01-01,14.0
2,9780553447781,Crown,"The former president’s portrait of his father, George H. W. Bush.",0.0,41,George W Bush,,hardcover-nonfiction,2015-01-01,6.0
3,9780544272996,Houghton Mifflin Harcourt,"Scientific (but often humorous) answers to hypothetical questions, based in part on the author’s website, xkcd.com.",0.0,WHAT IF?,Randall Munroe,,hardcover-nonfiction,2015-01-01,21.0
4,9780062268341,Dey Street/Morrow,"A humorous miscellany from the comedian and actress, a “Saturday Night Live” alumna and the star of “Parks and Recreation.”",0.0,YES PLEASE,Amy Poehler,,hardcover-nonfiction,2015-01-01,13.0
5,9781250038821,St. Martin's,Four hundred color photos of New Yorkers.,0.0,HUMANS OF NEW YORK,Brandon Stanton,,hardcover-nonfiction,2015-01-01,13.0
6,9781400064168,Random House,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II; the basis for the movie.,0.0,UNBROKEN,Laura Hillenbrand,,hardcover-nonfiction,2015-01-01,62.0
7,9781476764023,Touchstone/Simon & Schuster,"The making of the movie “The Princess Bride,” 25 years ago.",0.0,AS YOU WISH,Cary Elwes with Joe Layden,,hardcover-nonfiction,2015-01-01,7.0
8,9781627792288,Holt,One year in the (social) life of the TV producer and host of “Watch What Happens Live.”,0.0,THE ANDY COHEN DIARIES,Andy Cohen,,hardcover-nonfiction,2015-01-01,4.0
9,9780805095159,Metropolitan/ Holt,"The surgeon and New Yorker writer considers how doctors fail patients at the end of life, and offers suggestions for how they can do better.",0.0,BEING MORTAL,Atul Gawande,,hardcover-nonfiction,2015-01-01,38.0
10,9780062314963,Morrow/HarperCollins,"The veteran sportscaster, the voice of “Sunday Night Football,” recalls players and games he has observed.",0.0,YOU CAN'T MAKE THIS UP,Al Michaels with L Jon Wertheim,,hardcover-nonfiction,2015-01-01,4.0
11,9781476708690,Simon & Schuster,"Studies of the people who created computers and the Internet, beginning in the 1840s.",0.0,THE INNOVATORS,Walter Isaacson,,hardcover-nonfiction,2015-01-01,7.0
12,9780812994995,Random House,Essays from the creator and star of “Girls.”,0.0,NOT THAT KIND OF GIRL,Lena Dunham,,hardcover-nonfiction,2015-01-01,10.0
13,9781476783666,Jeter Publishing/Gallery Books,The Yankee shortstop and team captain looks back over his career.,0.0,JETER UNFILTERED,Derek Jeter with Anthony Bozza,,hardcover-nonfiction,2015-01-01,3.0
